                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    718,                0.84344,                0.84968,                 1.1418,                0.93754,                0.84029,                0.89905,                0.77085,                0.66763,                0.59607,                 1.0314,              0.0029017,              0.0029017,              0.0029017
                    719,                0.90342,                0.93023,                 1.1902,                0.93553,                0.84107,                0.89794,                0.77003,                0.66459,                0.59531,                 1.0299,              0.0028918,              0.0028918,              0.0028918
                    720,                 0.9197,                0.98321,                 1.2179,                0.93832,                0.83476,                0.89431,                0.76519,                0.66987,                0.59524,                 1.0305,              0.0028819,              0.0028819,              0.0028819
                    721,                0.87694,                0.90947,                 1.1606,                0.94033,                 0.8362,                0.89711,                0.77062,                0.67093,                0.59616,                 1.0302,               0.002872,               0.002872,               0.002872
                    722,                0.89317,                0.90893,                 1.1909,                0.94983,                0.83696,                0.89786,                0.76884,                0.66235,                0.59886,                 1.0279,              0.0028621,              0.0028621,              0.0028621
                    723,                0.93398,                0.91967,                 1.1814,                 0.9408,                0.84466,                0.90382,                0.77485,                0.66462,                0.59829,                 1.0294,              0.0028522,              0.0028522,              0.0028522
                    724,                0.89267,                 0.9005,                 1.1713,                0.93644,                0.85424,                0.90335,                0.77146,                0.66651,                0.60378,                  1.031,              0.0028423,              0.0028423,              0.0028423
                    725,                0.89436,                0.92347,                 1.1912,                0.94504,                0.84665,                0.90219,                0.77188,                0.66595,                  0.606,                 1.0309,              0.0028324,              0.0028324,              0.0028324
                    726,                0.89729,                0.93537,                 1.1998,                0.93268,                0.85422,                0.90122,                0.77082,                0.66634,                0.60158,                 1.0331,              0.0028225,              0.0028225,              0.0028225
                    727,                0.89291,                0.93271,                 1.1952,                0.92092,                0.85476,                0.89962,                0.76923,                 0.6724,                0.60229,                 1.0362,              0.0028126,              0.0028126,              0.0028126
                    728,                0.91068,                 0.9216,                 1.1907,                0.93012,                0.85374,                0.90156,                0.77228,                0.66841,                0.59617,                  1.036,              0.0028027,              0.0028027,              0.0028027
                    729,                0.90116,                0.92423,                 1.1925,                0.93484,                0.85154,                0.90117,                 0.7733,                0.66606,                0.59527,                 1.0353,              0.0027928,              0.0027928,              0.0027928
                    730,                0.89389,                 0.8829,                 1.1363,                0.91966,                0.85382,                0.90118,                0.77404,                0.66561,                0.59594,                 1.0354,              0.0027829,              0.0027829,              0.0027829
                    731,                0.89073,                0.88788,                 1.1673,                0.93337,                0.84666,                0.90043,                0.77651,                0.65827,                0.59628,                 1.0327,               0.002773,               0.002773,               0.002773
                    732,                0.91033,                 0.9102,                 1.1702,                0.92482,                0.84986,                0.90303,                0.77405,                0.65159,                  0.588,                 1.0274,              0.0027631,              0.0027631,              0.0027631
                    733,                0.89223,                 0.8935,                 1.2012,                0.93597,                0.84732,                0.90311,                0.77856,                0.64762,                0.58385,                  1.024,              0.0027532,              0.0027532,              0.0027532
                    734,                 0.9141,                0.91403,                 1.1797,                0.94791,                0.84369,                0.90191,                0.77472,                0.65339,                0.58771,                 1.0259,              0.0027433,              0.0027433,              0.0027433
                    735,                0.85655,                0.86458,                 1.1659,                0.94283,                0.84916,                 0.9045,                0.77824,                0.65772,                0.58978,                  1.027,              0.0027334,              0.0027334,              0.0027334
                    736,                0.86983,                0.87552,                 1.1712,                0.94823,                0.84451,                0.90445,                0.77816,                0.66111,                0.58891,                 1.0283,              0.0027235,              0.0027235,              0.0027235
                    737,                0.87525,                0.86343,                 1.1572,                0.94526,                0.84406,                0.90329,                 0.7751,                0.66214,                0.58477,                 1.0278,              0.0027136,              0.0027136,              0.0027136
                    738,                0.87579,                0.88279,                 1.1725,                0.95453,                0.84425,                0.90369,                0.77949,                0.65465,                0.58655,                 1.0251,              0.0027037,              0.0027037,              0.0027037
                    739,                0.88335,                0.92519,                 1.1962,                0.92482,                0.85871,                0.90195,                0.77585,                0.64903,                0.59114,                 1.0225,              0.0026938,              0.0026938,              0.0026938
                    740,                0.86822,                0.87504,                   1.17,                0.94569,                0.84944,                0.90194,                0.77798,                0.64487,                0.59093,                 1.0216,              0.0026839,              0.0026839,              0.0026839
                    741,                0.87496,                0.89197,                 1.1765,                0.93697,                0.84936,                0.90201,                0.78189,                0.65171,                0.58854,                 1.0231,               0.002674,               0.002674,               0.002674
                    742,                0.86903,                0.89603,                 1.1663,                0.94414,                0.83164,                0.89927,                0.77683,                0.65828,                 0.5933,                 1.0281,              0.0026641,              0.0026641,              0.0026641
                    743,                 0.8945,                0.93352,                 1.1917,                0.93563,                0.83306,                0.90096,                0.78133,                0.64962,                0.59015,                 1.0232,              0.0026542,              0.0026542,              0.0026542
                    744,                0.86162,                0.86761,                 1.1789,                0.92875,                0.84196,                0.89751,                0.77859,                0.64931,                0.58394,                 1.0227,              0.0026443,              0.0026443,              0.0026443
                    745,                0.86445,                0.85425,                  1.162,                0.91899,                0.84922,                0.89832,                0.77767,                0.64885,                0.58243,                 1.0217,              0.0026344,              0.0026344,              0.0026344
                    746,                0.96133,                 0.9771,                 1.2053,                0.92542,                 0.8487,                0.90025,                0.77493,                0.65517,                0.59388,                 1.0256,              0.0026245,              0.0026245,              0.0026245
                    747,                0.91657,                0.94873,                 1.1907,                0.91123,                0.86004,                0.90202,                0.77566,                0.64451,                0.59311,                 1.0209,              0.0026146,              0.0026146,              0.0026146
                    748,                0.89812,                0.91089,                 1.1917,                0.91608,                0.85926,                0.90493,                0.78115,                0.63929,                0.58906,                 1.0175,              0.0026047,              0.0026047,              0.0026047
                    749,                0.87077,                0.93289,                 1.1794,                0.93734,                0.84513,                0.90438,                0.78256,                0.63952,                0.58566,                 1.0177,              0.0025948,              0.0025948,              0.0025948
                    750,                0.84998,                0.87519,                 1.1538,                0.93808,                0.84488,                0.90469,                0.77888,                0.64192,                0.58981,                 1.0182,              0.0025849,              0.0025849,              0.0025849
                    751,                0.91393,                0.90631,                 1.1571,                0.94776,                0.83543,                0.90487,                0.77617,                0.64973,                0.58913,                 1.0213,               0.002575,               0.002575,               0.002575
                    752,                0.88002,                0.91078,                 1.1758,                0.94214,                0.83596,                0.90401,                0.77767,                0.64714,                0.58519,                 1.0189,              0.0025651,              0.0025651,              0.0025651
                    753,                0.92425,                0.91222,                  1.176,                0.94354,                0.84118,                0.90424,                0.77728,                0.65229,                0.58392,                 1.0198,              0.0025552,              0.0025552,              0.0025552
                    754,                0.86191,                0.91564,                 1.2207,                0.95096,                0.83736,                0.90427,                0.77796,                0.65043,                0.57984,                 1.0192,              0.0025453,              0.0025453,              0.0025453
                    755,                0.87131,                0.89102,                 1.1815,                0.93423,                0.84279,                0.90435,                0.78418,                0.64359,                0.57697,                 1.0176,              0.0025354,              0.0025354,              0.0025354
                    756,                0.90049,                0.87059,                 1.1793,                0.91934,                 0.8478,                0.90583,                0.78354,                0.64485,                0.58063,                 1.0196,              0.0025255,              0.0025255,              0.0025255
                    757,                0.87561,                0.87976,                 1.1736,                0.91497,                 0.8511,                0.90169,                0.77959,                0.64623,                0.58621,                 1.0197,              0.0025156,              0.0025156,              0.0025156
                    758,                  0.873,                0.92555,                 1.1748,                0.92561,                0.84439,                0.90167,                0.78262,                0.65073,                0.58474,                 1.0191,              0.0025057,              0.0025057,              0.0025057
                    759,                0.88796,                0.91002,                 1.1671,                0.91475,                0.85548,                0.90612,                0.78469,                  0.649,                0.58563,                 1.0194,              0.0024958,              0.0024958,              0.0024958
                    760,                0.87467,                0.90867,                 1.1704,                  0.917,                0.85218,                0.90548,                0.78415,                0.64676,                0.58277,                 1.0182,              0.0024859,              0.0024859,              0.0024859
                    761,                 0.8793,                0.90104,                 1.1637,                0.92869,                0.83946,                0.90097,                0.77888,                0.63907,                0.57609,                 1.0145,               0.002476,               0.002476,               0.002476
                    762,                0.85489,                0.85671,                 1.1568,                0.92963,                0.84187,                0.90176,                0.77896,                0.63649,                0.57585,                 1.0142,              0.0024661,              0.0024661,              0.0024661
                    763,                0.85618,                0.88517,                 1.1643,                0.93487,                0.83492,                0.89899,                0.77475,                 0.6363,                  0.571,                 1.0155,              0.0024562,              0.0024562,              0.0024562
                    764,                0.89897,                0.90029,                 1.1726,                0.91797,                0.84822,                 0.8995,                0.77413,                0.64138,                0.57482,                 1.0186,              0.0024463,              0.0024463,              0.0024463
                    765,                0.88415,                0.90417,                 1.1751,                0.92083,                0.85166,                0.89876,                0.76562,                0.64615,                0.57349,                 1.0217,              0.0024364,              0.0024364,              0.0024364
                    766,                0.90631,                0.89348,                 1.1623,                0.94127,                0.83617,                0.89999,                0.77166,                0.64434,                0.57099,                 1.0205,              0.0024265,              0.0024265,              0.0024265
                    767,                0.88659,                0.88989,                 1.1626,                0.94708,                0.82459,                 0.9005,                0.77553,                0.64329,                0.57078,                 1.0194,              0.0024166,              0.0024166,              0.0024166
                    768,                0.89404,                0.90509,                 1.1837,                0.92609,                0.84088,                0.89852,                0.77416,                0.64509,                0.56721,                   1.02,              0.0024067,              0.0024067,              0.0024067
                    769,                0.89363,                0.89163,                 1.1852,                0.91435,                0.85531,                0.90415,                0.78178,                0.64278,                0.56688,                 1.0176,              0.0023968,              0.0023968,              0.0023968
                    770,                0.90632,                0.91115,                 1.1671,                0.92607,                0.84684,                 0.9027,                0.77644,                0.64829,                0.57355,                 1.0204,              0.0023869,              0.0023869,              0.0023869
                    771,                  0.872,                0.87561,                 1.1669,                0.92828,                0.84645,                0.90298,                 0.7804,                0.64494,                0.57241,                 1.0204,               0.002377,               0.002377,               0.002377
                    772,                0.89638,                0.90408,                 1.1508,                 0.9251,                0.84092,                0.90139,                0.78147,                 0.6484,                0.57575,                  1.022,              0.0023671,              0.0023671,              0.0023671
                    773,                0.89188,                0.94189,                 1.1909,                0.91378,                0.85249,                0.90504,                0.78265,                0.64796,                0.57383,                 1.0199,              0.0023572,              0.0023572,              0.0023572
                    774,                0.84624,                0.87681,                 1.1737,                0.92017,                0.84827,                0.90524,                0.78327,                0.63716,                0.56959,                 1.0143,              0.0023473,              0.0023473,              0.0023473
                    775,                0.83207,                0.85543,                  1.143,                0.93549,                0.84288,                0.90352,                0.78229,                0.63268,                0.56673,                 1.0136,              0.0023374,              0.0023374,              0.0023374
                    776,                 0.8849,                0.87059,                 1.1578,                0.93362,                0.84883,                0.90277,                0.77929,                0.63514,                0.57026,                 1.0154,              0.0023275,              0.0023275,              0.0023275
                    777,                 0.8599,                0.90238,                 1.1682,                0.93159,                0.85421,                0.90449,                 0.7822,                0.63407,                0.56808,                 1.0138,              0.0023176,              0.0023176,              0.0023176
                    778,                0.87937,                0.88531,                 1.1857,                 0.9344,                0.85154,                0.90413,                0.78034,                0.63424,                0.56721,                 1.0134,              0.0023077,              0.0023077,              0.0023077
                    779,                0.89848,                0.89023,                 1.1752,                0.94422,                0.84724,                0.90502,                0.78167,                0.63648,                0.57064,                 1.0133,              0.0022978,              0.0022978,              0.0022978
                    780,                 0.8365,                0.84094,                 1.1444,                0.94069,                0.84683,                0.90555,                0.78179,                0.63574,                 0.5694,                 1.0101,              0.0022879,              0.0022879,              0.0022879
                    781,                 0.8737,                0.87275,                 1.1513,                0.93962,                0.84523,                0.90629,                0.77988,                0.63511,                0.56638,                 1.0091,               0.002278,               0.002278,               0.002278
                    782,                  0.854,                0.87792,                 1.1664,                0.93901,                0.84348,                0.90632,                0.78102,                0.63786,                0.56984,                 1.0098,              0.0022681,              0.0022681,              0.0022681
                    783,                0.87164,                0.87244,                 1.1639,                0.94131,                0.84181,                0.90471,                0.78486,                0.63773,                0.57467,                 1.0107,              0.0022582,              0.0022582,              0.0022582
                    784,                 0.8633,                0.84764,                 1.1446,                0.94439,                0.83927,                0.90561,                0.78306,                0.63726,                0.57584,                   1.01,              0.0022483,              0.0022483,              0.0022483
                    785,                0.86104,                0.83385,                 1.1317,                0.94813,                0.83796,                0.90504,                0.78363,                 0.6317,                 0.5691,                 1.0056,              0.0022384,              0.0022384,              0.0022384
                    786,                0.86815,                0.88621,                  1.172,                 0.9396,                0.84022,                0.90551,                0.78213,                0.63327,                0.56318,                 1.0047,              0.0022285,              0.0022285,              0.0022285
                    787,                0.84178,                 0.8735,                  1.156,                 0.9346,                0.84459,                0.90602,                0.78446,                0.63714,                0.56636,                 1.0077,              0.0022186,              0.0022186,              0.0022186
                    788,                0.85352,                0.85306,                 1.1676,                0.93579,                0.84269,                 0.9074,                0.78489,                0.63398,                0.56844,                 1.0063,              0.0022087,              0.0022087,              0.0022087
                    789,                0.89432,                0.85985,                 1.1489,                 0.9379,                0.84007,                0.90266,                0.78285,                0.62834,                0.57061,                 1.0053,              0.0021988,              0.0021988,              0.0021988
                    790,                0.85222,                0.91422,                 1.1729,                0.93307,                0.84458,                0.90254,                0.78765,                0.62669,                0.57101,                 1.0052,              0.0021889,              0.0021889,              0.0021889
                    791,                0.90466,                0.90557,                 1.2073,                0.92646,                0.85419,                0.90158,                0.78595,                0.62707,                 0.5766,                 1.0066,               0.002179,               0.002179,               0.002179
                    792,                0.84141,                0.84439,                 1.1617,                0.92496,                0.85502,                0.90242,                 0.7818,                0.63331,                0.57938,                   1.01,              0.0021691,              0.0021691,              0.0021691
                    793,                0.84958,                0.86511,                 1.1596,                0.91792,                0.85818,                0.90156,                0.77884,                0.63519,                0.57655,                 1.0128,              0.0021592,              0.0021592,              0.0021592
                    794,                0.86175,                0.86933,                 1.1404,                0.92522,                0.85068,                0.90184,                0.78092,                0.63129,                0.57284,                 1.0104,              0.0021493,              0.0021493,              0.0021493
                    795,                0.83492,                 0.8696,                 1.1579,                0.93584,                0.84103,                0.90163,                0.78101,                0.62697,                0.56854,                 1.0074,              0.0021394,              0.0021394,              0.0021394
                    796,                0.89863,                0.87039,                 1.1653,                  0.933,                0.84404,                0.90301,                0.78267,                0.62363,                0.56402,                 1.0054,              0.0021295,              0.0021295,              0.0021295
                    797,                0.85873,                0.87683,                 1.1636,                 0.9354,                0.84612,                0.90281,                 0.7836,                0.62115,                 0.5622,                 1.0044,              0.0021196,              0.0021196,              0.0021196
                    798,                0.88656,                0.87339,                 1.1732,                0.93529,                0.84576,                0.90253,                0.78461,                 0.6219,                0.56324,                  1.005,              0.0021097,              0.0021097,              0.0021097
                    799,                0.86343,                0.87299,                 1.1477,                0.93698,                0.84209,                0.90238,                0.78661,                0.62061,                0.56321,                 1.0041,              0.0020998,              0.0020998,              0.0020998
                    800,                 0.8852,                 0.8981,                 1.1733,                0.91018,                0.86023,                0.90194,                0.78314,                0.62009,                0.56266,                 1.0043,              0.0020899,              0.0020899,              0.0020899
                    801,                0.86951,                0.88078,                 1.1498,                0.91092,                0.85991,                0.90228,                0.78215,                0.62614,                0.56564,                 1.0068,                0.00208,                0.00208,                0.00208
                    802,                0.87119,                 0.9011,                 1.1659,                0.92506,                0.84526,                0.90384,                0.78468,                0.62828,                0.56498,                 1.0097,              0.0020701,              0.0020701,              0.0020701
                    803,                0.85785,                0.84883,                 1.1578,                 0.9395,                0.84133,                0.90863,                0.78889,                0.62588,                0.56155,                 1.0074,              0.0020602,              0.0020602,              0.0020602
                    804,                0.86304,                0.84747,                 1.1399,                0.93585,                0.84693,                0.90804,                0.79111,                0.62532,                0.55958,                 1.0068,              0.0020503,              0.0020503,              0.0020503
                    805,                0.85805,                0.84956,                 1.1322,                0.93673,                0.84478,                0.90813,                0.78818,                0.62263,                0.55565,                 1.0035,              0.0020404,              0.0020404,              0.0020404
                    806,                0.83599,                0.84086,                 1.1504,                0.92596,                 0.8529,                0.90893,                0.79337,                0.62198,                0.55265,                 1.0033,              0.0020305,              0.0020305,              0.0020305
                    807,                0.80935,                0.87035,                 1.1491,                   0.93,                0.84679,                0.90455,                0.78517,                0.62254,                0.55231,                 1.0021,              0.0020206,              0.0020206,              0.0020206
                    808,                0.84657,                0.86832,                 1.1679,                0.93038,                0.84442,                0.90348,                 0.7798,                0.62127,                0.55321,                 1.0021,              0.0020107,              0.0020107,              0.0020107
                    809,                0.83918,                0.85073,                 1.1493,                0.92554,                0.85169,                0.90702,                0.78452,                0.62126,                0.55395,                 1.0012,              0.0020008,              0.0020008,              0.0020008
                    810,                0.85895,                0.83798,                 1.1528,                0.92343,                0.85261,                0.90653,                0.78387,                0.62317,                0.55728,                 1.0027,              0.0019909,              0.0019909,              0.0019909
                    811,                0.83698,                0.85189,                  1.161,                 0.9346,                0.85141,                0.90679,                0.78467,                0.62117,                0.55949,                 1.0015,               0.001981,               0.001981,               0.001981
                    812,                0.84733,                0.89998,                 1.1703,                0.94098,                 0.8476,                0.90671,                 0.7919,                0.61724,                0.56137,                 1.0002,              0.0019711,              0.0019711,              0.0019711
                    813,                  0.879,                0.92473,                 1.1972,                0.92856,                0.85739,                0.90691,                0.79378,                0.61588,                0.55977,                0.99985,              0.0019612,              0.0019612,              0.0019612
                    814,                0.84743,                0.90424,                 1.1804,                  0.925,                0.85702,                0.90683,                 0.7899,                0.61884,                0.56024,                 1.0004,              0.0019513,              0.0019513,              0.0019513
                    815,                0.87753,                0.87049,                 1.1638,                0.93126,                0.84927,                 0.9057,                0.78586,                0.62402,                0.56299,                 1.0025,              0.0019414,              0.0019414,              0.0019414
                    816,                0.84322,                0.88061,                 1.1544,                0.93169,                0.85435,                0.90482,                0.78535,                0.62763,                0.56632,                 1.0035,              0.0019315,              0.0019315,              0.0019315
                    817,                0.84769,                0.81462,                 1.1162,                0.92986,                 0.8549,                0.90633,                0.78225,                0.63154,                0.56817,                 1.0055,              0.0019216,              0.0019216,              0.0019216
                    818,                0.84747,                0.84595,                  1.158,                0.92762,                0.85754,                0.90535,                0.78101,                0.62623,                0.56174,                 1.0032,              0.0019117,              0.0019117,              0.0019117
                    819,                0.87533,                0.86855,                 1.1602,                0.93817,                0.85411,                0.90505,                0.78029,                0.62248,                0.55987,                 1.0006,              0.0019018,              0.0019018,              0.0019018
                    820,                0.87265,                0.92557,                  1.189,                0.93934,                0.85062,                0.90561,                0.78346,                0.62004,                0.55795,                0.99765,              0.0018919,              0.0018919,              0.0018919
                    821,                 0.8342,                0.85022,                 1.1435,                0.93266,                0.85467,                0.90529,                0.78412,                0.61638,                 0.5543,                0.99632,               0.001882,               0.001882,               0.001882
                    822,                0.88622,                0.91781,                 1.1974,                0.92806,                0.86104,                0.90575,                0.78019,                 0.6188,                0.55306,                0.99746,              0.0018721,              0.0018721,              0.0018721
                    823,                0.87011,                0.87094,                  1.161,                0.93458,                0.85709,                0.90554,                0.78469,                0.62326,                0.55572,                0.99953,              0.0018622,              0.0018622,              0.0018622
                    824,                0.86444,                0.88793,                 1.1596,                0.92538,                0.86262,                 0.9061,                0.78396,                0.62386,                0.55418,                0.99922,              0.0018523,              0.0018523,              0.0018523
                    825,                0.83987,                0.87446,                 1.1497,                0.92417,                0.86206,                 0.9071,                0.78418,                0.62098,                0.55215,                0.99847,              0.0018424,              0.0018424,              0.0018424
                    826,                0.85828,                0.85947,                 1.1547,                0.92742,                0.86204,                0.90622,                0.78434,                 0.6204,                 0.5538,                0.99837,              0.0018325,              0.0018325,              0.0018325
                    827,                0.86272,                0.87521,                 1.1605,                0.92983,                0.85841,                0.90531,                0.78311,                0.62166,                0.55704,                0.99911,              0.0018226,              0.0018226,              0.0018226
                    828,                0.81534,                0.82963,                 1.1514,                0.91605,                0.86782,                0.90642,                0.78591,                 0.6185,                0.55806,                0.99671,              0.0018127,              0.0018127,              0.0018127
                    829,                0.84116,                  0.833,                 1.1378,                0.92222,                0.86309,                0.90578,                0.78966,                0.61891,                0.55926,                0.99644,              0.0018028,              0.0018028,              0.0018028
                    830,                0.87038,                0.84525,                 1.1414,                0.93242,                0.85218,                0.90511,                0.78893,                0.61787,                 0.5605,                0.99518,              0.0017929,              0.0017929,              0.0017929
                    831,                0.84068,                0.83355,                 1.1469,                0.93022,                0.85547,                0.90677,                0.79076,                0.61339,                0.56009,                0.99397,               0.001783,               0.001783,               0.001783
                    832,                0.83557,                0.87016,                 1.1533,                0.93292,                0.85433,                0.90765,                0.79053,                 0.6133,                0.55586,                0.99283,              0.0017731,              0.0017731,              0.0017731
                    833,                0.83577,                0.84522,                 1.1332,                0.93225,                0.85662,                0.91059,                0.79423,                0.61224,                0.55326,                0.99282,              0.0017632,              0.0017632,              0.0017632
                    834,                0.84189,                0.83181,                 1.1364,                0.93024,                0.85778,                0.90891,                0.79014,                0.61244,                0.55379,                0.99418,              0.0017533,              0.0017533,              0.0017533
                    835,                0.83835,                0.88596,                 1.1713,                0.93811,                0.85211,                0.90909,                 0.7927,                0.61629,                0.55637,                0.99721,              0.0017434,              0.0017434,              0.0017434
                    836,                 0.8425,                0.83165,                 1.1538,                0.92588,                0.86357,                0.90899,                0.79103,                 0.6185,                 0.5567,                0.99935,              0.0017335,              0.0017335,              0.0017335
                    837,                 0.8428,                0.85485,                 1.1581,                0.92868,                0.85626,                0.90872,                 0.7888,                0.61615,                0.55471,                0.99863,              0.0017236,              0.0017236,              0.0017236
                    838,                0.84619,                0.85473,                 1.1614,                0.93902,                0.84832,                0.90858,                0.79119,                0.61508,                 0.5504,                0.99583,              0.0017137,              0.0017137,              0.0017137
                    839,                0.87697,                0.86028,                 1.1465,                 0.9372,                 0.8521,                0.91044,                0.79591,                0.61016,                0.54638,                0.99293,              0.0017038,              0.0017038,              0.0017038
                    840,                 0.8343,                0.85445,                 1.1513,                0.93182,                0.85589,                0.90881,                0.79313,                0.60686,                0.54466,                0.99066,              0.0016939,              0.0016939,              0.0016939
                    841,                0.82875,                0.87199,                  1.154,                0.93651,                 0.8562,                0.90967,                0.79821,                0.60729,                0.54407,                0.99123,               0.001684,               0.001684,               0.001684
                    842,                0.83578,                0.86518,                 1.1461,                0.94026,                0.84923,                0.90742,                0.79407,                 0.6086,                 0.5453,                0.99267,              0.0016741,              0.0016741,              0.0016741
                    843,                0.81627,                0.83971,                 1.1175,                0.93595,                 0.8569,                0.91037,                0.79909,                 0.6098,                0.54683,                 0.9941,              0.0016642,              0.0016642,              0.0016642
                    844,                0.83899,                0.85759,                 1.1519,                0.93097,                0.85946,                0.91022,                 0.7988,                  0.606,                0.54487,                0.99201,              0.0016543,              0.0016543,              0.0016543
                    845,                0.80675,                0.82774,                 1.1379,                0.93667,                0.85526,                0.90963,                0.80006,                0.60604,                0.54106,                0.99085,              0.0016444,              0.0016444,              0.0016444
                    846,                0.84765,                0.87717,                 1.1452,                0.90686,                0.87193,                0.91002,                0.80144,                0.60168,                0.53844,                0.98907,              0.0016345,              0.0016345,              0.0016345
                    847,                0.83363,                0.83325,                 1.1217,                0.94526,                0.84055,                0.90785,                 0.7998,                0.60315,                0.53986,                0.98812,              0.0016246,              0.0016246,              0.0016246
                    848,                0.81729,                0.81727,                 1.1278,                0.91421,                0.86263,                0.90917,                0.80077,                0.60777,                0.54636,                0.99084,              0.0016147,              0.0016147,              0.0016147
                    849,                0.81455,                0.82427,                  1.133,                  0.919,                0.86203,                0.90928,                0.80034,                0.60738,                0.54498,                0.99129,              0.0016048,              0.0016048,              0.0016048
                    850,                0.82984,                0.84416,                 1.1491,                0.92381,                0.86022,                0.90781,                0.79446,                0.60502,                0.54222,                0.99171,              0.0015949,              0.0015949,              0.0015949
                    851,                0.81741,                 0.8566,                 1.1612,                0.94159,                0.85336,                0.90892,                0.79557,                0.60769,                0.54049,                0.99321,               0.001585,               0.001585,               0.001585
